sid,sense_lemma,num_relations,sense_def
07104703,彈,1,利用工具使纖維變得鬆軟。
08038001,魚種,1,魚類的種類。
08037702,淡水,1,淡水的文化。
09222802,矇,1,比喻沒有經過特定過程就得到後述正面結果。
07110101,星,1,姓。
10010402,深入到,1,比喻進入後述領域的中心。
10010501,深遠,1,形容空間的深度大且範圍廣。
09256901,勾,1,姓。
08037602,淡水,1,形容居住在淡水中的。
08037901,陸棲,1,形容生活環境主要在陸地上的。
10010702,透射,1,光線從縫隙中穿過。
09222704,癡,1,形容對感情執著的。
10010502,深遠,1,形容比喻意義或影響深刻且長遠的。
09222702,癡,1,對特定領域極不擅長的人。
09257001,泛,1,姓。
09222003,犢,1,以犢為形象製成的人造物。
07110201,張,1,姓。
13229901,減退,1,形容特定事件的程度降低。
08049102,苗,1,苗族的文化。
09175001,鋁,1,實用金屬，化學符號為Al。
09122403,搏,1,比喻經過努力的過程得到後述結果。
08021509,料,1,計算中藥處方劑量的單位。
08021508,料,1,對特定對象特指的正面評價。
14362802,稱讚,1,給予正面評價。
09122401,搏,1,和後述對象進行肢體衝突，通常會扭打在一起。
09266903,嚕,1,模擬電話接通前的等候聲。
09266904,嚕,1,模擬鴿子的叫聲。
09309302,溫室,1,比喻舒適、並能得到良好照顧的環境。
09120406,塌,1,形容物體外觀的飽滿程度變差。
14362803,稱讚,1,正面的評價。
09120405,塌,1,形容物體外觀的飽滿程度比參考對象差。
14364001,控告,1,提出特定對象的違法行為請求司法機關採取法律行動。
09309301,溫室,1,經過特殊設計，可控制室內溫度，以利生物生長、發育的房子。
09120402,塌,1,放鬆身體，把重量由物體或他人支撐。
09120203,塗,1,用立可白或類似工具覆蓋錯誤或不需要的文字或圖案。
09120202,塗,1,隨意地寫字或畫畫。
09122402,搏,1,比喻不顧一切進行困難的特定事件。
14362801,稱讚,1,給予後述對象正面評價。
09119801,嗆,1,放話、揚言。
09122601,搔,1,用指頭、爪子或類似的工具在身體特定部位表面的小範圍內輕輕地重複劃。
08056202,注,1,補充說明或解釋本文。
09125601,瑜,1,品質佳的美玉。
09125302,瑕,1,比喻特定對象的缺點。
14357702,味道,1,鼻子聞特定物質所得到的感覺，物體散發出的氣味。
09125301,瑕,1,玉上的瑕疵。
07092101,紋,1,物體表面上的線條、圖案或縐痕。
09125103,煨,1,比喻熱源把熱能投射到特定空間。
09125102,煨,1,將生的食材放在帶有小火的炭堆裡燜熟。
08056204,注,1,以補充說明或解釋特定文本而撰寫成的書籍。
14357703,味道,1,比喻特定對象具有的前述特質。
14359701,突兀,1,形容與常態或預期狀況不同，而特別明顯或不自然。
09122804,搗,1,破壞特定組織的基地。
09122802,搗,1,以手或手持物敲打特定物品，通常是衣物。
14359702,突兀,1,形容事件在很短的時間內發生，令人感到意外。
09122801,搗,1,用棒狀物的一端反覆撞擊特定物體，使其成粉狀或泥狀。
09119802,嗆,1,放話、揚言。
09119005,匯,1,將檔案傳到另一記憶裝置。
09112601,貶,1,形容特定對象的金錢價值降低。
14394401,標記,1,用作標誌的記號。
09114402,雁,1,以雁為形象製成的人造物。
09114401,雁,1,鳥類名，鴨科雁屬候鳥，形狀似鵝，頸和翼較長，喜成群活動，飛行時成人字狀。
09113902,鈞,1,對特定對象的事物或行為所用的敬語。
09113901,鈞,1,古代計算重量的單位，一鈞為三十斤。
14394402,標記,1,一段時間內所發生的重大的事件。
07091804,浴,1,洗澡的地方。
09113701,鈔,1,紙製的貨幣。
07091803,浴,1,形容洗澡時用的。
09266906,嚕,1,模擬機器運轉的聲音。
09113404,郵,1,用來黏貼在郵件上，表示郵資已付的紙片。
09309202,溫和,1,形容特定物質屬性不刺激的。
09113402,郵,1,形容與郵件傳送相關的。
09113401,郵,1,處理郵件傳送的機構與系統。
09309201,溫和,1,形容溫度不冷不熱或感覺不冷不熱且舒服的。
09112604,貶,1,上級降低特定對象的職位。
09114502,雅,1,詩經裡的大雅、小雅，是王室貴族宴會時的樂歌。
14377701,當代,1,指與某參照點相同的時期。
09119004,匯,1,買賣不同國家貨幣的交易事件。
09114503,雅,1,古代專門解釋詞彙的著作。
09119003,匯,1,透過金融機構將金錢交付給特定對象。
09119002,匯,1,將多個同類對象收錄集結在一起。
14364002,控告,1,指針對特定對象的違法行為請求司法機關採取法律行動。
14370401,濫用,1,過度使用。
09118603,債,1,比喻人與人之間所產生的需要處理而未處理的恩惠或仇恨。
09118602,債,1,特定組織為抒解財財務或其他因素，而發行的向特定對象借款的有價證券。
09309204,溫和,1,形容比喻特定事件的變化不劇烈的。
07117901,寵,1,姓。
09115602,掰,1,計算用手使特定物體與主體分開的部分的單位。
14371701,保衛,1,使特定對象不受侵犯或損害。
09114703,韌,1,形容比喻特定對象意志堅強不怕挫折。
09114702,韌,1,富有彈性的帶狀結締組織，通常為於骨骼間，用來連結。
14373901,懊悔,1,事後認為已經做的決定或事情是不應該做的。
09114701,韌,1,形容物體本身容易延展，受外力時不易折斷。
09266905,嚕,1,模擬不清楚的說話聲。
08056201,注,1,標示文字的讀音。
14350603,變態,1,形容智慧、才能高於常人。
08056101,斬,1,姓。
09266802,拼,1,形容事件須要特別努力才能做到。
07092904,敕,1,進行特定儀式使符咒具有效力。
14281702,文明,1,文化。
08054201,完,1,姓。
09133702,鉀,1,生物體維持生命所必需的礦物質之一，化學符號為K。
09133301,鈷,1,金屬元素之一，化學符號為Co，呈白而微紅色，有延展性，為製造特種鋼和超耐熱合金的材料。
14286501,卑微,1,形容地位較低下。
09130901,裘,1,用動物的毛皮所製成的衣服。
07092802,悠,1,形容距離深或長。
07092801,悠,1,形容心情輕鬆態度從容的。
14286502,卑微,1,形容非常小。
09130703,裔,1,偏遠的地區。
09130702,裔,1,具有前述血統的人。
08054601,蓋,1,姓。
07092604,基,1,帶有不配對電子的原子或基團。
09309802,當局,1,親身參予特定事件的發展。
08054102,刷,1,將食材放入滾水中，快速燙過後取出的料理。
07093102,梯,1,可收合或移動的階梯。
08056001,敏,1,姓。
09135602,嗲,1,形容動作姿態嬌柔具有女性特質。
09143402,寢,1,供起居或睡覺的房間。
09143004,寧,1,探望問候親人，通常是父母。
09142305,墊,1,以腳尖為支撐點將腳跟抬起以增加視線高度。
09142304,墊,1,暫時替他人付錢。
09142303,墊,1,用特定對象填補特定事件進行中的一段空缺。
09142302,墊,1,鋪設在特定物體下的扁平物。
09142301,墊,1,將特定物體填補在特定主體周圍的空間內，通常是為了使其加高、加厚或平整。
07093105,梯,1,計算團體中依照參加時期的先後順序編排的單位。
09142003,嘟,1,撥號後接通前，電話裝置發出提醒聲。
09142002,嘟,1,模擬電話裝置接通前或結束通話後的提醒聲。
09142001,嘟,1,模擬汽笛的聲音。
09140901,凳,1,沒有椅背的椅子。
09140201,鉬,1,金屬元素之一，化學符號為Mo，呈銀白色，具高抗腐蝕及抗磨損性。
07093104,梯,1,以梯為形象製成的人造物。
09139401,跩,1,搖晃不穩地走路。
08054801,專,1,姓。
14296802,冷靜,1,使描述對象情緒無起伏。
14296803,冷靜,1,表情緒起伏低於一般的程度。
07092603,基,1,形容不能低於特定數值的。
07092501,啞,1,形容不能說話或說不出話。
07092403,健,1,表進行後述長距離且需要良好體能的活動。
14337501,指控,1,主張後述對象從事傷害他人或是違法的行為。
09128301,綑,1,以條狀物纏繞在特定物體上使其集中或變緊。
14337502,指控,1,主張他人從事惡意或是違法的行為。
09127103,碑,1,從碑上拓下來以供書法臨寫的範本。
09127102,碑,1,中國古代的文體之一，刻在碑上用以頌揚功德或記載死者行誼的文字。
07117802,童,1,形容專門設計給兒童使用的。
09127101,碑,1,刻有文字或圖案的直立石塊，通常用來紀念特定對象或當作標誌。
08021511,料,1,獎項的單位。
08055701,溫,1,姓。
07117803,童,1,舊時未成年的僕人。
08021510,料,1,計算中國古代木材體積的單位。
14350602,變態,1,形容有別於常人的心理狀態。
07092102,紋,1,在物體表面上刺染上特定線條或圖案。
09266902,嚕,1,模擬腸胃發出的聲音。
09128303,綑,1,計算成捆物體的單位。
08055402,瓦,1,計算功率的單位，每秒鐘做一焦耳的功，功率為一瓦特。
07117501,仔,1,方言中的語助詞，無義。
08054901,消,1,姓。
09309801,當局,1,具有處理特定事務權力的機構。
08055101,抹,1,演奏國樂弦樂器時食指向內彈弦。
14308001,寧靜,1,形容沒有聲音。
09266901,嚕,1,模擬水通過通道的聲音。
14308301,貶低,1,刻意降低對人事物的評價。
07117601,帝,1,姓。
07092503,啞,1,形容嗓子變乾澀，聲音變低沈不清脆。
07078603,桃,1,以桃為形象製成的人造物。
09128602,署,1,特定政府機關的建築物及建築物所在的位置。
07092505,啞,1,形容槍炮彈藥無法發射引爆的。
07092504,啞,1,形容不說出或說不出想法或意見的。
09128601,署,1,特定政府機關。
14326401,心不在焉,1,形容心思不集中。
09112602,貶,1,形容比喻特定對象的抽象價值降低。
09267001,嚕,1,貼著特定表面移動特定物體。
07096401,輝,1,閃耀的光芒。
09104601,棗,1,植物名，鼠李科棗屬，大灌木，花小，黃綠色，果實為橢圓形，可食用。
09268401,恪,1,姓。
09103901,斐,1,姓。
08020903,生,1,形容食材烹煮的程度很低，較接近其未經烹煮的狀態。
09307402,寶庫,1,比喻具有極高價值的抽象空間。
07119601,郝,1,當代臺灣政治人物，曾任臺灣國防部部長(1989-1990)、行政院院長(1990-1993)。
08060501,尊,1,中國古代用來盛酒的器皿。
08060601,戴,1,姓。
07119701,郝,1,當代臺灣政治人物，曾任環保署署長(2001)、臺北市市長(2006)。
09103102,揖,1,低頭行禮的一種拱手姿勢。
09307401,寶庫,1,用來儲存極為珍貴物品的地方。
09268701,汎,1,姓。
07089405,豆,1,形容體積像豆子一樣大小的。
09101903,惠,1,表請求他人進行後述事件。
07089403,豆,1,形容以黃豆為主要材料所製成的。
08060703,排,1,推開後述物體。
09268301,旭,1,姓。
09104602,棗,1,棗樹的果實。
08060705,排,1,比喻克服或忽略後述對象帶來的阻礙。
09105002,棍,1,武術中使棍的技法。
07119301,甘,1,姓。
09307504,嚴峻,1,形容自然地形高且陡峭。
09105701,氯,1,化學元素之一，非金屬氣體，化學符號為Cl。
08059701,榮,1,姓。
07119501,帛,1,姓。
08059801,侍,1,姓。
08059901,監,1,中國古代的官府名稱。
08059902,監,1,中國古代的官名。
09105601,氮,1,化學元素之一，原子序為7，化學符號為N，占空氣成分的五分之四，不能自燃，也不能助燃。
09105501,毯,1,用毛或其他類似材料製成可用來保暖的紡織品，通常較厚。
09105003,棍,1,比喻在前述領域進行不正當行為的人。
08060001,監,1,姓。
08060101,晃,1,姓。
07089802,拓,1,拓印前述對象而成的成品。
07089801,拓,1,將特定對象上的凹凸紋路翻印在紙或其他物體上，並利用墨或顏料使翻印出的文字或圖案變得明顯。
08060704,排,1,比喻利用特定方式使特定對象失去地位或利益。
08061001,嘗,1,姓。
08057301,涉,1,姓。
09100601,婿,1,父母對女兒的丈夫的指稱。
08020202,否,1,易經卦名，六十四卦之一，坤下乾上。
09098709,喀,1,模擬電話裝置結束通話的聲音。
09098708,喀,1,模擬笑聲。
09098707,喀,1,模擬以手或手持物品敲擊物體表面的聲音。
09098706,喀,1,模擬兩個以上的物體互相撞擊的聲音。
08062305,相,1,專指象棋遊戲中紅方走田字形步的棋子。
08062401,峰,1,姓。
07089101,妝,1,以粉或口紅等修飾出的容貌。
09098705,喀,1,模擬物體斷裂的聲音。
09098704,喀,1,模擬物體摩擦的聲音。
09306801,滲入,1,流體從細微縫隙中流入後述對象。
09306702,製藥,1,從事製藥工作的公司集團的名稱。
09268901,閩,1,五代十國之一，西元909至西元945年，王審知所建。
08019801,判,1,日本古代所使用的金幣。
08019701,孤,1,姓。
08061901,馳,1,姓。
09100602,婿,1,女兒的丈夫。
08020601,略,1,姓。
08020301,翠,1,姓。
09101802,惑,1,迷惑欺騙特定對象。
07119902,擺,1,懸掛在細線上能做反覆來回運動的重錘裝置。
09101602,廁,1,形容與廁所相關的。
08061301,習,1,姓。
07089304,技,1,計算方法、手段的單位。
07119903,擺,1,鐘或特定儀器上用來控制擺動頻率的機械裝置。
08061401,見,1,表後述動作為被動。
08061402,見,1,表後述動作的對象是說話者。
07120001,擺,1,衣物最下端的部分。
07120101,擺,1,傣族地區的群眾性活動集會。
09101502,廊,1,展示特定物品的長形空間，通常是藝術品。
09101501,廊,1,屋簷下或室內連接兩處的通道。
08061801,避,1,姓。
09101101,嵐,1,山中的霧氣。
07089302,技,1,計算具技術性的肢體動作的單位。
09268201,爻,1,姓。
08059401,奮,1,姓。
09106506,滋,1,比喻提供弱勢者所需，以培育其發展。
09267201,俊,1,姓。
09109802,腕,1,比喻具有前述性質的行事風格。
09109801,腕,1,手掌與手臂連接的關節部位。
07091302,卿,1,特指美國國務院的領導官員。
09309102,開闊,1,使後述空間範圍變大且寬闊。
09308904,開花,1,形容比喻極度愉快。
09308903,開花,1,形容比喻特定對象裂開或出現縫隙。
09308902,開花,1,形容比喻特定事件獲得正面結果。
09267301,沃,1,姓。
09267601,昆,1,澳洲的第二大州，位於澳洲的東北部。
09109101,粥,1,以穀物與液體烹煮成的半流質食物。
09108802,筍,1,以筍為形象製成的人造物。
08057701,融,1,姓。
08057801,耶,1,表興奮的語氣。
14445301,好意思,1,指沒有羞恥心地做後述事件。
07091301,卿,1,古代指比大夫高的官職。
07091303,卿,1,帝王對大臣的稱呼。
07091304,卿,1,代指聽話者的敬語之一。
09268101,示,1,姓。
09110102,脹,1,形容特定對象因填充物充足或內部壓力大而體積變大。
09309106,開闊,1,使心胸寬大。
08021506,料,1,餵養家畜，家禽或魚蝦的食物。
09111304,蛙,1,以蛙式進行的游泳比賽。
09111303,蛙,1,模仿青蛙在水中動作的游泳方式。
09111302,蛙,1,以蛙為形象製成的人造物。
09111002,菊,1,麻將中的牌面，為四種花牌之一。
14416301,不好意思,1,表達歉意的用語。
09267101,禹,1,姓。
09309104,開闊,1,使見識增廣、知識豐富。
09110106,脹,1,形容飲食過度而腸胃變得不舒服。
14416302,不好意思,1,造成他人不便或請求他人協助時的禮貌用語。
09110105,脹,1,形容飲食過度而腸胃不舒服。
07091402,恭,1,行禮的一種手勢，一手握拳，另一手包覆在其上。
09110104,脹,1,形容身體特定部位受到壓力而變得不舒服。
09110103,脹,1,形容身體特定器官受到壓力而不舒服。
08058001,況,1,姓。
09108801,筍,1,竹類地下莖所生的嫩芽，可食用。
08021401,灌,1,姓。
07118302,簡,1,給特定對象的書面訊息，通常內容較短。
09307901,而言,1,以前述對象為思考的觀點。
09107904,盜,1,跑壘員在投手投球時提前離開原本壘包並試圖推進至下個壘包。
09107903,盜,1,表違法進行後述事件。
09107901,盜,1,使用暴力搶奪或竊取他人財物的人。
14511402,冷清,1,[罕]形容人處於孤單的狀態。
08058403,可,1,表加強疑問或反詰語氣。
09268001,秉,1,姓。
09107002,犀,1,以犀為形象製成的人造物。
09307801,漁場,1,海洋中主要捕捉水生動物的水域，通常為魚類聚集處。
07090201,屏,1,暫時停止呼吸。
08058902,噴,1,計算農作物成熟或開花的次數。
09252801,葛,1,姓。
14558901,望穿秋水,1,形容深切的期待。
08059101,祥,1,姓。
08059201,延,1,姓。
08021301,沖,1,姓。
07119101,校,1,姓。
09308201,至關,1,表對特定事件的發展有重要影響。
07118701,池,1,姓。
07118501,擁,1,姓。
09267701,昆,1,姓。
14446501,壞蛋,1,差勁的人。
09308503,季節性,1,影響特定事件的時間因素。
09308502,季節性,1,形容特定事件只在特定時段發生。
07118601,午,1,姓。
07118801,柯,1,姓。
07090803,皇,1,同類食物中等級最高的特定對象。
09308501,季節性,1,形容特定事件只在特定季節發生。
09267801,析,1,姓。
14489901,法人,1,在法律上能夠行使權利義務的社會組織。
07090902,盈,1,形容達到後述數量。
07090901,盈,1,大量特定物質充滿特定空間。
09267901,欣,1,姓。
09143404,寢,1,帝王的墳墓。
09309903,滅絕,1,形容人性良心完全不存在。
09144703,撤,1,離開原本存在的特定空間範圍。
08051004,德,1,大學中教授德文知識的教學研究單位。德文系所的簡省。
09168504,潤,1,形容特定飲料順口且口感佳。
08051101,德,1,姓。
09168503,潤,1,在特定對象間加入油脂或其他類似物質以減少摩擦力。
08051202,保,1,治理保加利亞的政府。
09168501,潤,1,形容特定對象細緻滑順，有光澤。
09264602,挪,1,治理挪威的政府。
10000801,容忍度,1,能壓抑住感受，接受和自己不同的對象的程度。
07115301,虎,1,姓。
08022806,遺,1,形容在世時未完成或未發表的。
08051301,保,1,姓。
09265002,刨,1,用來將物體削成薄片狀的工具。
09168301,澎,1,位於臺灣海峽，由六十四個火山島嶼所組成的群島。
09168003,潭,1,計算成潭液體的單位。
08051601,模,1,姓。
07094803,舅,1,對妻子的兄弟的指稱。
09168505,潤,1,使特定飲料變得順口且口感佳。
13513002,法則,1,科學法則，大自然中永恆不變的科學定律。
08051701,汪,1,模擬狗叫的聲音。
09264501,宰,1,姓。
07095204,綿,1,形容食物口感細緻鬆軟。
07095203,綿,1,形容物體觸感柔細或質地蓬鬆。
08050602,毛,1,形容比喻因生氣而心情煩躁。
08050801,毛,1,姓。
13510101,郵件,1,指透過人員在兩地之間用交通工具傳遞的信或包裹。
13510102,郵件,1,電子郵件的簡稱。指透過網路傳輸的信或檔案。
07115201,陶,1,東晉文學家，名潛，一名淵明，字元亮，世稱「靖節先生」。
07095105,監,1,比喻為達前述目的而被限制行動的事件。
08022808,遺,1,動物排泄的糞便或尿液。
07095104,監,1,比喻因違反規定而被禁止進行前述事件的事件。
09264402,宰,1,承擔管理或執行特定事件的特定對象。
09168508,潤,1,形容音色飽滿且流暢。
07115202,陶,1,陶淵明的作品。
09168507,潤,1,形容文字順暢且修辭佳。
07095101,監,1,較有權力的人或機構從旁察看特定事件進行。
07094802,舅,1,母親的兄弟。
08022805,遺,1,形容過世的人留下的。
09145502,榨,1,擠壓特定物體以取其汁液的工具。
08052101,志,1,姓。
09165901,撕,1,持特定對象的兩端往反方向施力使其裂開。
07115701,潔,1,姓。
09165702,撰,1,將已有的資料整合，創作成特定作品。
08052501,芭,1,姓。
07115801,胃,1,姓。
09265601,龜,1,姓。
10000601,個體,1,獨立而不受其他群體影響的特定對象。
09164602,幟,1,以前述對象做為識別的依據。
08052605,拓,1,比喻開發後述尚未被發現的資源。
13742801,裝飾品,1,擺放於開放空間，增加美觀的物品。
13742802,裝飾品,1,配戴於身上用以增加美觀的物品。
07094307,絮,1,比喻特定情感。
07094306,絮,1,計算輕柔細小的絲狀物的單位。
07094305,絮,1,輕柔細小的絲狀物。
07094304,絮,1,特定植物上的細小茸毛。
09165902,撕,1,使特定對象離開原本附著的位置。
09166302,撢,1,用來除去物體表面粉塵狀物的有柄長型器具。
08022804,遺,1,前述對象過世後留下後述對象。
09167901,潑,1,用力將液體向外灑。
09168002,潭,1,通常用於被陸地包圍的較深水域及其周遭區域的名稱。
09168001,潭,1,被陸地包圍的較深的水域。
08051801,汪,1,姓。
13567801,調味品,1,加到食物中以增添食物味道的食材。
09167904,潑,1,形容有活力的。
07094801,舅,1,對母親的兄弟的指稱。
07115501,陳,1,周朝諸侯國國名，原址約在今河南省舊開封以東至安徽省舊毫之間。
08051901,汪,1,中國政治人物，曾任海洋兩岸關係協會會長(1991年至2005年)。
09265101,沐,1,姓。
13606801,棒球隊,1,為了進行棒球運動，並且參加競賽而組成的團體。
09265201,戀,1,姓。
08022601,訓,1,姓。
08052004,志,1,以特定對象為標記來彰顯或紀念後述對象。
08022501,卡,1,模擬物體摩擦的聲音。
13672801,深淵,1,比喻難以脫離的困境。
09168509,潤,1,以特定方式修飾後述對象。
07115101,陶,1,姓。
07095206,綿,1,形容呼吸平緩而時間長。
09263201,棗,1,姓。
10001801,捕捉,1,尋找並捕獲後述對象。
09173001,褒,1,給予特定對象正面評價。
09263301,吊,1,姓。
09263401,郵,1,姓。
07095802,慶,1,值得慶祝的週年紀念日及為紀念日舉辦的相關活動。
13276901,寶貴,1,形容意義重大且通常價值高。
13282401,潛逃,1,秘密逃走。
08049701,守,1,姓。
13303701,丟掉,1,將不需要或不想要的事物拋下、扔掉。
13303702,丟掉,1,形容找尋不到特定物品的狀態。
13303703,丟掉,1,後述對象從有到無。
13305301,棄守,1,不再為原本努力的後述事物堅持。
13305302,棄守,1,軍事上，不再以兵力防衛保護特定地區。
08049802,弄,1,地址的編制之一，由巷分支出的次要道路。
07095609,隙,1,計算不容易找到或無法維持很久的特定事件的單位。
09173002,褒,1,形容衣物寬大的。
09263101,沂,1,姓。
07115001,便,1,姓。
13251301,低能,1,形容人智商不足。
07096304,賢,1,代指說話者的平輩或晚輩親屬。
07096303,賢,1,形容行為表現符合後述家庭關係的身分，通常是妻子或母親。
07096302,賢,1,形容有才能與德行的。
07096301,賢,1,有才能與德行的人。
09174701,銻,1,金屬元素之一，化學符號為Sb，呈銀灰色，性脆，具冷脹性。
08049103,苗,1,苗族人的文字和語言。
07096105,撫,1,比喻主事者以溫和的手段使特定對象停止抵抗且信服。
08049201,苗,1,姓。
13242602,恐龍,1,形容與社會常識或價值觀嚴重脫節的判決。
07096104,撫,1,比喻使特定對象的情緒平靜穩定。
07096103,撫,1,演奏中國傳統弦樂器或管樂器。
07096101,撫,1,用手來回輕觸後述對象。
07096001,摩,1,特定物體頂貼其他物體表面來回運動。
09263001,軌,1,姓。
13243701,背棄,1,不顧原本對後述對象的責任，主動切斷與之間的連結。
10001501,暴雨,1,迅速猛烈而水量多的雨。
13332501,棄權,1,主動不要特定資格或權益。
07095605,隙,1,比喻在兩個相連事件間短暫的過度時段。
13348101,離棄,1,不顧原本對後述對象的責任，主動切斷與之間的連結。
13394402,標誌,1,與眾不同的特徵。
07095403,豪,1,表用強勢的手段取得。
09170002,碾,1,去除穀物外殼或施壓力於物體上使其破碎或變平。
09170001,碾,1,用來滾壓物體或去除穀物外殼的工具，通常以石材製成。
07095401,豪,1,具有傑出才能的人。
07095303,維,1,數學或空間理論中定義座標的基本要素。
09263801,吏,1,姓。
07114901,便,1,形容腹部明顯凸起的。
07095212,綿,1,詩經大雅中的一篇。
07095211,綿,1,形容比喻感情深刻而長久。
09263901,戎,1,姓。
09264101,企,1,向特定地點移動。
13425901,號碼,1,具有標記功能的一組阿拉伯數字。
08050601,毛,1,形容內心感到驚恐不安的。
08022809,遺,1,比喻脫離俗世。
09171501,膠,1,可黏合多個特定物體的稠狀物質。
08050304,法,1,法國的文化。
09171503,膠,1,比喻在後述對象身邊或和其保持密切聯繫。
09171506,膠,1,形容以塑膠或橡膠製成的。
13349501,碰巧,1,表不經刻意安排發生在同一時間點上。
13349502,碰巧,1,表所觀察到的後述現象是不經刻意安排的。
13349503,碰巧,1,表前述事件與後述事件有不經刻意安排的緊密關係。
08050101,麗,1,姓。
07095604,隙,1,計算從狹小細長開口中通過的線狀光線的單位。
07095603,隙,1,計算從狹小細長開口看到的物體的單位。
13387201,對面,1,指生物或物體所在處正面朝向的位置。
09263501,駒,1,姓。
08050201,享,1,姓。
09171505,膠,1,組成皮膚、肌腱、骨骼、軟骨等有機組織的主要成分，用來食用。
10001301,日數,1,前述事件所累積的以日為單位的時間。
08022901,改,1,姓。
09171504,膠,1,具特定功能的稠狀物質。
08050303,法,1,法國人的語文。
08052701,拓,1,姓。
07094303,絮,1,特定衣物中鋪置有後述夾層物。
08052801,範,1,姓。
09152304,蓄,1,比喻將特定事物累積在記憶中。
07093303,淘,1,以容器取水。
14144002,免除,1,消除後述對象使其不存在。
07093302,淘,1,取出不需要的物體以使特定空間或管道暢通。
14148701,缺席,1,形容應該出現時沒有到場。
14149201,廢除,1,取消或移除後述原本存在的特定對象。
09152101,蒿,1,植物名，菊科艾屬，一年生或二年生草本。
09152001,舔,1,舌頭觸碰特定對象。
07093301,淘,1,利用水的沖刷作用分出特定對象中有價值的物質和價值較少的物質。
09151603,腐,1,形容比喻喜歡幻想同性戀的情節的。
07093213,毫,1,秤桿上的提繩。
08021902,卡,1,可寫上字句表達情感的片狀物。
07093212,毫,1,形容特定單位的千分之一。
07093211,毫,1,計算利率的單位，一毫為本金的千分之一。
07093210,毫,1,利率的單位，一毫為本金的千分之一。
14166601,屈辱,1,形容因為遭受他人欺負或無禮的行為，而感到羞愧沒面子。
07093304,淘,1,比喻從多個對象中挑選出有價值的特定對象。
14144001,免除,1,除去特定對象執行後述事件的義務。
09157301,颯,1,模擬風聲。
08021903,卡,1,可拔除的具特定功能的片狀電子配件。
14132302,知覺,1,對特定事件的理解。
09266401,喻,1,姓。
07116801,態,1,姓。
14132303,知覺,1,認識、分辨事物的能力。
08022101,卡,1,用來搬運物品、可載重的車子。
08022002,卡,1,計算食物熱量的單位。
08022001,卡,1,計算能源或燃料能產生熱能的單位。
14132304,知覺,1,透過學習所得到的對事物的認識和經驗的總和。
09266501,圭,1,姓。
09311501,顯而易見,1,形容特定對象明顯清楚，容易讓人察覺的。
09266701,繡,1,姓。
09311402,儲蓄,1,儲存在特定機構的金錢。
09155503,遜,1,放棄王位並轉移給其他對象。
08021904,卡,1,音響設備中放置卡帶的座槽。
09311102,遨遊,1,喻在特定領域裡享受且不受拘束地進行特定事件。
14166602,屈辱,1,因為他人欺負或無禮的行為，而感到羞愧沒有面子。
09150705,綴,1,網路病毒名稱或網址中說明種類的部分。
09150704,綴,1,加在特定詞根上以構成新詞的附著詞素。
09150703,綴,1,在原本的語言或文字上加上另外的語言或文字。
09310003,膨脹,1,比喻使特定事件超過正常情況不適當地發展。
07093204,毫,1,貨幣的單位，一毫為一元的十分之一。
14203702,冷酷,1,與人事物互動不帶情感且沒有同理心的態度。
07093202,毫,1,毛筆。
14210901,退出,1,離開原來所在的地點。
14210902,退出,1,從團體或組織當中脫離。
08021605,讀,1,由測量的工具取得數據。
14210903,退出,1,從執行中的程式離開。
14215101,丟棄,1,將不需要或不想要的事物拋下、扔掉。
14218101,聽從,1,遵照別人的話。
09145601,榕,1,植物名，桑科，常綠喬木，分枝極多，覆蓋面廣，園藝上常作盆栽以觀賞。
14219201,突出,1,物體特定部位向外凸出或向上高起。
08021604,讀,1,由特定儲存裝置下取得資料。
14219202,突出,1,形容超出一般程度的水準或表現。
14224702,娛樂,1,快樂，使歡樂。
09147601,熔,1,固體因溫度升高而化為液體或半固體。
07093205,毫,1,計算貨幣的單位，一毫為一元的十分之一。
07093206,毫,1,重量的單位，市制一毫為一公克的百分之一。
14186901,偶然,1,形容不經刻意安排的。
09150602,綜,1,表經過整合分析的。
08021901,卡,1,小且薄的片狀物，通常具有代表身分的功能。
07093209,毫,1,計算長度的單位，市制一毫為一公分的百分之一。
09150302,粽,1,以粽為形象製成的人造物。
08021801,威,1,姓。
09310402,養分,1,比喻可使主事者往正面發展的特定對象。
14186902,偶然,1,表後述動作是不經刻意安排而發生。
09147905,熄,1,使交通工具的引擎停止運轉。
08021701,靈,1,姓。
08021607,讀,1,立法機關公開宣讀特定法案的過程。
09148104,獄,1,比喻有權力的人對前述事件的控制。
14191202,客氣,1,以謙虛有禮的態度對待他人。
07093208,毫,1,長度的單位，市制一毫為一公分的百分之一。
07093207,毫,1,計算重量的單位，市制一毫為一公克的百分之一。
08022301,卡,1,快速播放繪製的圖片而成的影片。
14132301,知覺,1,引述或承述前述對象對後述訊息或知識的想法或感受。
09163605,嘰,1,模擬物體摩擦或擠壓所產生的聲音。
13896101,神經,1,形容言行舉止異常。含有貶意。
13896102,神經,1,人體的感應組織。
07116301,柳,1,唐代文學家、思想家，字子厚，唐宋八大家之一，和韓愈同為古文運動的領導人。
13968601,鍵盤,1,鋼琴、風琴等樂器上黑白鍵的部分。
13968602,鍵盤,1,電腦或打字機上按字鍵的部分。
09162606,劈,1,比喻同時與兩個以上的伴侶交往。
08053001,焦,1,約在今河南省陝縣南邊。
08053002,焦,1,周朝諸侯國之一，約在今河南省陝縣南邊。
